Auteur,Texte,Date
AUF Burkina Faso,"Initié en 2023, les membres ayant reçu des prix de reconnaissance ont tous eu des opportunités grâce à ces prix.
Cette année une journée est dédiée pour la reconnaissance des efforts de nos membres et partenaires.
Voici les prix à décrocher :
1-𝑷𝒓𝒊𝒙 𝒅𝒆𝒔 𝒎𝒆𝒎𝒃𝒓𝒆𝒔 𝒍𝒆𝒔 𝒑𝒍𝒖𝒔 𝒂𝒄𝒕𝒊𝒇𝒔.
2-𝑷𝒓𝒊𝒙 𝒅𝒖 𝒎𝒆𝒊𝒍𝒍𝒆𝒖𝒓 𝒐𝒓𝒈𝒂𝒏𝒊𝒔𝒂𝒕𝒆𝒖𝒓.
3-𝑷𝒓𝒊𝒙 𝒅𝒆 𝒎𝒆𝒎𝒃𝒓𝒆 𝒍𝒆 𝒑𝒍𝒖𝒔 𝒄𝒓𝒆́𝒂𝒕𝒊𝒇 .
4-𝑷𝒓𝒊𝒙 𝒅𝒖 𝒎𝒆𝒊𝒍𝒍𝒆𝒖𝒓 𝒇𝒍𝒐𝒘𝒆𝒓 𝒊𝒏𝒕𝒆𝒓𝒏𝒆.
5-𝑷𝒓𝒊𝒙 𝒅𝒖 𝒎𝒆𝒊𝒍𝒍𝒆𝒖𝒓 𝒇𝒍𝒐𝒘𝒆𝒓 𝒊𝒏𝒕𝒆𝒓𝒏𝒂𝒕𝒊𝒐𝒏𝒂𝒍.
6- 𝑷𝒓𝒊𝒙 𝒅𝒖 𝒎𝒆𝒊𝒍𝒍𝒆𝒖𝒓 𝒅𝒆́𝒑𝒂𝒓𝒕𝒆𝒎𝒆𝒏𝒕 
7-𝑷𝒓𝒊𝒙 𝒅𝒆𝒔 𝒎𝒆𝒊𝒍𝒍𝒆𝒖𝒓𝒔 𝒑𝒂𝒓𝒕𝒆𝒏𝒂𝒊𝒓𝒆𝒔.
Bonne chance à tous !
AUF Burkina Faso 
Université Virtuelle du Burkina Faso - UVBF 
Coding Club Carrefour 
Ing Appolon Guy-alain Php 
Windpouiré Savadogo Kadiguetou Tiendrebeogo",01/01/2018
Université Virtuelle du Burkina Faso - UVBF,"Decouvrons Université Virtuelle du Burkina Faso - UVBF 
C'est une université publique et les cours se font entièrement en ligne,  pareil pour certaines évaluat… En voir plus",01/01/2018
#indabax,"La Semaine de l’Intelligence Artificielle (SEINAR-Indabax)initiée par @Tech_Emerging_Africa et CITADEL dans le cadre des activités du #indabax Burkina
 a effect… En voir plus",01/01/2018
Université Virtuelle du Burkina Faso - UVBF," Appel à Candidature !
Chers membres du club,
Afin de garantir le bon fonctionnement de notre club et d’accroître sa visibilité sur les réseaux sociaux, nous sommes à la recherche d’une personne dédiée au marketing et à la communication de nos événements et activités, à travers Facebook, Instagram et LinkedIn.
Dans cette perspective, nous invitons les membres intéressés à soumettre leur candidature, en attendant le remaniement du Bureau prévu pour la fin du mois de septembre. Pour ce faire, il suffira d’adresser une lettre de motivation simple exprimant votre intérêt, en veillant à y inclure vos expériences pertinentes.
Conditions requises :
- Maîtrise des techniques de communication  
- Compétences en gestion de communauté (community management)  
- Une expérience en tant que voix off serait un atout apprécié
Les candidatures doivent être envoyées par courriel à l’adresse suivante : cseuvbf@gmail.com.
La date limite de soumission est fixée au 1er septembre 2024. Nous espérons recevoir de nombreuses candidatures et vous remercions par avance pour votre engagement et votre contribution au succès de notre club.
Avec nos sincères salutations,
OUAMDANDE Salifou
Président  
CSE/ UV-BF
Université Virtuelle du Burkina Faso - UVBF 
AUF Burkina Faso 
UWAZY  
Coding Club Carrefour 
UV BF Students Association of Renewable Energy",01/01/2018
CampusFaso,"Il est porté à la connaissance du public que l’appel à candidatures pour le recrutement complémentaire d’effectif sur dossier, d’étudiants en première année de Licence est prolongé jusqu'au Vendredi 16 septembre 2022 sur la plateforme CAMPUS FASO. 
Par ailleurs toutes les difficultés liées aux paiements des frais de dépôt des dossiers via la plateforme CampusFaso ont été résolues.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",01/01/2018
#campusfaso,"Les résultats de la session spéciale des demandes d'orientation disponibles et consultables sur la plateforme #campusfaso et dans vos compte gmail.
NB: Les paie… En voir plus",01/01/2018
Université Virtuelle du Burkina Faso - UVBF,Bravo à l' Université Virtuelle du Burkina Faso - UVBF pour la promptitude !,01/01/2018
AUF Burkina Faso,"Le mardi 21 Mai 2024 a eu lieu une rencontre entre le Directeur de l'AUF Burkina et les responsables des clubs du réseau CLEF au Burkina. Nous avons eu le privilège d'être représenté par le président. A l'ordre du jour Il était question de présentation des actions prévues de 2024 et la préparation du Congrès de Toulouse en Octobre 2024.
Remerciements à AUF Burkina Faso  , Université Virtuelle du Burkina Faso - UVBF",01/01/2018
https://bit.ly/citadel-womens-thesis-complementary...,"A l’issu de l’appel à candidature lancé en Octobre 2022 pour le recrutement complémentaire de deux (02) filles pour  bénéficier d’une bourse de thèse en Intelligence Artificielle  (IA), CITADEL a le plaisir de vous présenter la liste des candidates retenues après la sélection du Jury.
Le Programme de Bourses de Thèses d’Excellence en (IA) est une initiative portée par CITADEL en vue d’accompagner les travaux de thèse des étudiant.e.s dans les universités du Burkina Faso et d’Afrique Francophone vers la production d’une recherche de qualité dans le domaine de l’IA.
Résultats disponibles ici : https://bit.ly/citadel-womens-thesis-complementary...
#CITADEL #intelligenceartificielle #scientificresearch
Citadel-uvbf Université Virtuelle du Burkina Faso - UVBF AI4D Africa Open Burkina Sida - Styrelsen för Internationellt Utvecklingssamarbete IDRC / CRDI",01/01/2018
https://uv.bf/resultats-du-recrutement-complementaire-en.../,"Résultats du recrutement complémentaire en L2 SVT à l'UV-BF au titre de l'année académique 2022-2023.
Plus d'informations : https://uv.bf/resultats-du-recrutement-complementaire-en.../
Les résultats sont également consultables sur le tableau d’affichage au sein de l’UV-BF sis à Ouaga 2000 non loin de BF1.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",01/01/2018
#Info," #Info/ Université Virtuelle du Burkina Faso - UVBF
L'Université Virtuelle du Burkina Faso informe ses étudiants que le formulaire qui avait été publié pour collecter les informations relatives au Numéro Orange des étudiants restera ouvert jusqu'au 03 Janvier 2023. 
Ceux qui n'avaient pas encore rempli le formulaire sont priés de le remplir car ce sont ces numéros qui seront utilisés pour le ravitaillement en connexion internet des étudiants. 
L'Université tient à souligner que c'est le dernier délai pour remplir ce formulaire. Passé ce délai aucune inscription ne sera prise en compte.
NB : Les étudiants sont priés de bien remplir le formulaire avec les bonnes informations et de les vérifier; en particulier le numéro INE et le numéro de téléphone orange au risque de ne pas être considéré dans le traitement pour la connexion internet.
Ceux qui l'avaient rempli, avant le 19 Décembre  à 09h, sans recevoir de recharge  sont priés de consulter leur solde. Si aucune recharge d'au moins 5Go n'a été effectué, merci de remplir à nouveau le formulaire.
Lien du formulaire : https://forms.gle/Cqo9H3bRPxp7L71G8 
Srce: UVBF
#assistance_depôts_Un_Etudiant_Un_Ordinateue:
#Whatsap : +226 65 02 29 27
#Appel : +226 73 50 40 90/ 79 19 13 47 
Intégrez le groupe WhatsApp d'info 
ici 
https://chat.whatsapp.com/KLffYQtdVsSLxo8bSTLn0c
HMAB Service, 𝑣𝑜𝑡𝑟𝑒 𝑚𝑒𝑖𝑙𝑙𝑒𝑢𝑟 𝑠𝑒𝑟𝑣𝑖𝑐𝑒 𝑑'𝑎𝑠𝑠𝑖𝑠𝑡𝑎𝑛𝑐𝑒 𝑒𝑛 𝑙𝑖𝑔𝑛𝑒",01/01/2018
"PANEL 1 - Regards croisés sur les modèles des universités virtuelles/numériques (UV-BF, UVCI, UNCHK)
https://t.co/FFM0dmTHSY",Université Amadou Mahtar MBOW,26/09/2024
"🌍Dans le cadre de la Semaine Africaine de l'Ingénierie 2024, avec le soutien de l'UNESCO et en collaboration avec l'Université Virtuelle du Burkina Faso et @citadel_uvbf, nous organisons une série d'ateliers du 19 au 21 sep à ISGE-BF. #SemaineIngénierie
 https://t.co/VpwtcMjsC0 https://t.co/z5coXEUAcP",Open Burkina,19/09/2024
"[#CONFERENCE]

Rejoignez-nous aujourd'hui à partir de 15h pour suivre l'invité des « Kinkélibas pédagogiques » de l'#UNCHK_SN, Dr Drissa ZONGO, enseignant-chercheur en technologies éducatives à l’Université virtuelle du Burkina Faso.

Lien YT🔴 : https://t.co/rSvPVVK6m0.

#Kebetu https://t.co/JcB1Q46HrC",Université numérique Cheikh Hamidou KANE (UN-CHK),27/08/2024
Université Virtuelle du Burkina Faso : Les Coordonnateurs du Projet de construction et d’équipement partiel installés https://t.co/87InyetQ0C,La plume,07/08/2024
"CITADEL TALK INVITATION 13
Thème : Etude et adaptation de techniques d'IA pour la traduction automatique des langues locales du Burkina Faso
Paneliste : Hamed Joseph OUILY
📅 01/03/2024
🕔 17h GMT
📍 Université Virtuelle du Burkina Faso(UVBF)
Inscription : https://t.co/U62EfMvH7L https://t.co/JZFszIzFoi",CITADEL UVBF,22/02/2024
"Burkina Faso / Enseignement Supérieur, Recherche et Innovation : Les performances de l’Université Virtuelle (UV-BF) évaluées - https://t.co/jbjhyUlYO6",JD ÉDITIONS MAG & TV,29/01/2024
"L'université russe #Synergy ouvrira une filiale au Burkina Faso

La délégation universitaire a été reçue par le chef du gouvernement à Ouagadougou ce 27 décembre.

""L'Université participera aussi à la mise en place d'une université virtuelle du Burkina Faso,"" a dit son Président. https://t.co/I2pD2srwtQ",Sputnik Afrique,29/12/2023
"L'université russe #Synergy ouvrira une filiale au Burkina Faso

La délégation universitaire a été reçue par le chef du gouvernement à Ouagadougou ce 27 décembre.

""L'Université participera aussi à la mise en place d'une université virtuelle du Burkina Faso,"" a dit son Président. https://t.co/e3Iavf36oC",Sputnik Afrique,28/12/2023
"En parallèle, elle partage ses connaissances en tant qu'enseignante vacataire en Machine Learning (ML) pour le programme de Master en Data
Science et IA à l'Université Virtuelle du Burkina Faso.",InvEnt 226,13/12/2023
"Burkina Faso : Inauguration de l'Espace Numérique Ouvert (ENO) de Karpala de l'Université Virtuelle du Burkina Faso

https://t.co/p6MGxKHv7l",Burkinabè avant tout,20/08/2023
"Burkina Faso : Inauguration de l'Espace Numérique Ouvert (ENO) de Karpala de l'Université Virtuelle du Burkina Faso

https://t.co/rqQgwDKNcw",Digital Magazine Burkina Faso,20/08/2023
"🇧🇫Burkina-Faso  : Le Premier ministre, Dr Apollinaire Joachimson Kyélèm de Tambéla, a inauguré, ce vendredi 18 août 2023 à Karpala (Ouagadougou), l’Espace Numérique Ouvert (ENO) de l'Université Virtuelle du Burkina Faso. 
#utdaburkina_faso #utdainfo https://t.co/aiPJ7M2ybs",UpToDateAfrica,18/08/2023
"Le Premier ministre Apollinaire Joachimson KYELEM de TAMBELA a inauguré, le vendredi 18 août 2023 à Ouagadougou, l’Espace Numérique Ouvert (ENO) de l’Université virtuelle du Burkina Faso (UV-BF). 
👇👇👇👇
https://t.co/O48YPUSg0p

#Com_Gouv_BF
#SigBurkina
#BurkinaFaso https://t.co/n4ZP662EgF",SIG Burkina Faso,18/08/2023
"Les informaticiens de certains #IESR du BURKINA ont participé à cet atelier de fédération des identités tenu à l'UVBF et animé par @ricoattou.
Un cadre d'échange très riche en connaissance que j'aimerais revoir.
@Universite_JKZ",Seydou KONSIMBO,05/08/2023
"Du 3 au 7 juillet dernier, ils étaient une vingtaine d'étudiants à prendre part à l'atelier de renforcement des capacités en rédaction scientifique et gestion bibliographique organisé par CITADEL au sein de l'Université Virtuelle du Burkina. 
@Universite_JKZ @UVBF https://t.co/U6GInH4xGu",CITADEL UVBF,12/07/2023
"Journée mondiale des Femmes « Pour un monde digital inclusif : innovation et technologies pour l’égalité des sexes ». Au 🇧🇫, soutien 🇧🇪 à l’Université virtuelle #uvbf avec @Enabel_Belgium 

#EmbraceEquity
#IWD2023
#GenerationEquality https://t.co/MZ2t8eQmuU",JJ Quairiat,08/03/2023
"#DIRECCT
🌐 En route vers une Communauté africaine du #numérique éducatif ! 

Le 1er mars 2023 s'est tenu la 1ère rencontre ""Communauté de Pratiques"" 📍Université Virtuelle du Burkina Faso 

🗞️Pour en savoir plus : https://t.co/T6OzhS7r1f https://t.co/yKL39ZHv3Q",DIRECCT,06/03/2023
"#DIRECCT
🌐 On the road to an African #Digital Education Community! 

On 1 March 2023 the 1st ""Community of Practice"" meeting was held 📍Virtual University of Burkina Faso 

🗞️ For more information: https://t.co/aXGqBtNIiY https://t.co/fxEss65GVW",DIRECCT,06/03/2023
"CITADEL TALK INVITATION : l’Intelligence Artificielle en Santé, définition et promesse.
23 Dec 2022 avec Pr. @nikiema_jn

 Lien : https://t.co/24YS5IP7v7

@BissyandeF @titinto_ @RDIUSKAF
@CHUYalgado @UMontreal @ESPUM_UdeM @Universite_JKZ
@AI4Dev @Sida @IDRC_CRDI @OpenBurkina https://t.co/klUQIVSF0h",CITADEL UVBF,15/12/2022
"🗣️#TALK_INVITATION🗣️ sur ""L'intelligence Artificielle dans le Marketing: Réduire les dépenses et augmenter la rentabilité "" animée par @Ou1David, Ingénieur à Micropole France. RDV: 18 Novembre 2022 à 16h:00 au siège l'Université Virtuelle  ou en ligne:https://t.co/8tQjnn6mvg https://t.co/PLfkxOCT8a",CITADEL UVBF,14/11/2022
"💡#DIRECCT #Education 
Dans le cadre du projet Africa Digital Campus, en août 2022, l'@auf_org et l'Université Virtuelle du Burkina-Faso ont formé 21 professeurs à l’enseignement à distance.

Pour en savoir plus 👉 https://t.co/8pSDUKhC0z…

@IRD
@WACREN
 @burkina24 https://t.co/nxgUD9qRD5",DIRECCT,14/09/2022
RDV du 2️⃣0️⃣ au 2️⃣1️⃣ Mai 2022 à l' Université Joseph KI-ZERBO! Liens utiles : Pour vous inscrire👉 https://t.co/6CyaIaohHg  Pour participer à distance👉 https://t.co/90S8prdICk Programme disponible ici : https://t.co/1Go0sqmrlr #ai4dev #intelligenceartificielle #esanté #recherche https://t.co/GAaKPnF6PV,CITADEL UVBF,18/05/2022
"APPEL A COMMUNICATION
Séminaire sur l’Intelligence Artificielle : Fouille de données Et applications.
Du 20 au 21 Mai 2022 à l'Université Joseph KI-ZERBO
Plus d'informations sur : https://t.co/evYEIOdlVC 
@Universite_JKZ @OpenBurkina @cafdo_officiel https://t.co/4lajzfye4D",CITADEL UVBF,22/04/2022
"Retour sur le lancement d' #AfricaDigitalCampus, ce 24 mars dernier au sein de l' Université Virtuelle du Burkina Faso. A look back at the launch of #AfricaDigitalCampus on March 24 at the Université Virtuelle du #BurkinaFaso @ird_fr 
https://t.co/3Z100t62NU",DIRECCT,04/04/2022
"#AfricaDigitalCampus lancé le 24 mars 2022 à l’Université Virtuelle du Burkina-Faso. Ce projet en partenariat avec l'@ird_fr, le @WACREN et avec le soutien de l’#UE, vise le renforcement de la #formation en ligne #DIRECCT #Éducation #Afrique #numérique https://t.co/pw79qNqZ0k",DIRECCT,28/03/2022
#AfricaDigitalCampus sera lancé le jeudi 24 mars 2022 à l’Université Virtuelle du Burkina Faso avec @AFD_France @ird_fr #WACREN. L'objectif: renforcer la coopération en matière d’enseignement à distance et d’infrastructures réseau en Afrique. https://t.co/8mXZ2RYNvR,DIRECCT,22/03/2022
Ce fut un grand plaisir pour moi de coanimé un webinaire sur le thème de l’entrepreneuriat et de partager mon expérience aux étudiants du #Master #Fouilles de #Données et #IA de l’université Virtuelle du #Burkina Faso #uvbf. https://t.co/dWqhk7s4BP,TECHNATIUM,27/01/2022
"#AmiNet
Retrouvez à 14h30 sur BF1 Pr Jean-Marie Dipama, Président de l'Université Virtuelle du #Burkina, et Teg-Wende @titinto_
d' @OpenBurkina

Ils présenteront le Centre d'Excellence Interdisciplinaire en Intelligence Artificielle pour le Développement (@citadel_uvbf)

#Invités https://t.co/s4kcC3Z7rn",AmiNet,01/11/2021
"Merci aux encadreurs pour leur marque de confiance et aux étudiants pour l’intérêt accordé à mon intervention 

#entrepreneuriat #IA #datas #afrique #burkina",TECHNATIUM,27/01/2022
"Le Faso - Université virtuelle du Burkina Faso : Le CITADEL, un « jeune homme » interdisciplinaire pour développer l'intelligence artificielle https://t.co/IcGfktwcbj https://t.co/hjn8kR3fGE",Afropages,28/10/2021
"Plus que quelques heures pour le lancement officiel de @citadel_uvbf 
🕝14h30

Lieu : Université virtuelle du Burkina Faso sis à Ouaga 2000, boulevard Mouammar Kadhafi

Possibilité de participer en ligne https://t.co/7UCn9Xfy4C

#ai4dev
 #citadeluvbf https://t.co/1wMfWvuCZm",Open Burkina,27/10/2021
"Accompagné de mon collègue de l’économie et des finances, j’ai effectué une visite sur le site du siège de l’Université Virtuelle du Burkina Faso afin de  
Constater l’état d’avancement des travaux.
Félicitations à tous les acteurs impliqués dans la réalisation de l’ouvrage https://t.co/LJnoEfZoLH",Pr Alkassoum Maïga,10/02/2021
@PrAlkassoum_M Félicitations à tous,Fils Du Pays (FDP)🇧🇫🇧🇫🇧🇫,15/02/2021
"Appel à Compétences pour le lancement du #Master #CyberSécurité du Sahel à l'Université Virtuelle du Burkina Faso. Les cours pourront se faire à distance, alors la diaspora et toutes les autres nationalités sont spécialement sollicitées.  cc @Hored8 https://t.co/ZOvCNAUUkt",Koupam (Malick) Alassane,25/11/2019
Démarrage hier à l’Universite Virtuelle du Burkina Faso de l’atelier de formation sur la production des REL et sur le Référentiel des compétences TIC pour les enseignants. #OER #RÉl https://t.co/sP1rTYKsX1,Michel Kenmoe,20/11/2019
"#civedu Après la séance de travail, la délégation de l'Université Virtuelle du Burkina Faso répond aux questions de la Web TV de @uvciv! Cc @ocomar @Gugustt https://t.co/LfLc9Ok6T2","Antoine MIAN, Ph.D.",23/09/2019
#civedu L'Université Virtuelle du Burkina Faso disposera des Espaces Numériques Ouversts dans toutes les grandes régions dont 3 à Ouagadougou et 2 Bobo.,"Antoine MIAN, Ph.D.",23/09/2019
#civesu L'Université Virtuelle du Burkina Faso est mis en oeuvre avec l'appui de la @Banquemondiale tout comme @UVS_Senegal. Le model de UVBF est calqué sur celui du Sénégal avec des espaces numériques.,"Antoine MIAN, Ph.D.",23/09/2019
#civedu Séance de travail à @uvciv avec une délégation de l'Université Virtuelle du Burkina Faso. Au menu un partage d'expérience entre les deux institutions universitaires de deux pays frères. #liwili @ocomar @Gugustt @auf_org https://t.co/gpdOw856Ac,"Antoine MIAN, Ph.D.",23/09/2019
"#civedu Après @UVT_tunisie, @UVS_Senegal et @uvciv, bienvenue à l'Université Virtuelle du Burkina Faso (UV BF). La famille s'agrandie https://t.co/UM2Ci8MiKW","Antoine MIAN, Ph.D.",26/07/2019
"Les rencontres #IDNEUF4 : Le Pr Jean-Marie Dipama, enseignant à l'Université Ouaga I Pr Joseph Ki-Zerbo et chargé de mission à l’Université virtuelle du Burkina Faso, nous explique pourquoi il sera à Bucarest du 18 au 21 juin.
 👉 https://t.co/47ktvUJTjd",AUF - Asie-Pacifique,12/06/2019
